date_key,full_date,year,month,day,day_of_week,is_weekend,is_finals
1214,2015-04-28,2015,4,28,Tuesday,0,0
1215,2015-04-29,2015,4,29,Wednesday,0,0
1216,2015-04-30,2015,4,30,Thursday,0,0
1217,2015-05-01,2015,5,1,Friday,0,0
1218,2015-05-02,2015,5,2,Saturday,1,0
1219,2015-05-03,2015,5,3,Sunday,1,0
1220,2015-05-04,2015,5,4,Monday,0,0
1221,2015-05-05,2015,5,5,Tuesday,0,0
1222,2015-05-06,2015,5,6,Wednesday,0,0
1223,2015-05-07,2015,5,7,Thursday,0,0
1224,2015-05-08,2015,5,8,Friday,0,0
1225,2015-05-09,2015,5,9,Saturday,1,0
1226,2015-05-10,2015,5,10,Sunday,1,0
1227,2015-05-11,2015,5,11,Monday,0,0
1228,2015-05-12,2015,5,12,Tuesday,0,0
1229,2015-05-13,2015,5,13,Wednesday,0,0
1230,2015-05-14,2015,5,14,Thursday,0,0
1231,2015-05-15,2015,5,15,Friday,0,0
1232,2015-05-16,2015,5,16,Saturday,1,0
1233,2015-05-17,2015,5,17,Sunday,1,0
1234,2015-05-18,2015,5,18,Monday,0,0
1235,2015-05-19,2015,5,19,Tuesday,0,0
1236,2015-05-20,2015,5,20,Wednesday,0,0
1237,2015-05-21,2015,5,21,Thursday,0,0
1238,2015-05-22,2015,5,22,Friday,0,0
1239,2015-05-23,2015,5,23,Saturday,1,0
1240,2015-05-24,2015,5,24,Sunday,1,0
1241,2015-05-25,2015,5,25,Monday,0,0
1242,2015-05-26,2015,5,26,Tuesday,0,0
1243,2015-05-27,2015,5,27,Wednesday,0,0
1244,2015-05-28,2015,5,28,Thursday,0,0
1245,2015-05-29,2015,5,29,Friday,0,0
1246,2015-05-30,2015,5,30,Saturday,1,0
1247,2015-05-31,2015,5,31,Sunday,1,0
1248,2015-06-01,2015,6,1,Monday,0,0
1249,2015-06-02,2015,6,2,Tuesday,0,0
1250,2015-06-03,2015,6,3,Wednesday,0,0
1251,2015-06-04,2015,6,4,Thursday,0,0
1252,2015-06-05,2015,6,5,Friday,0,0
1253,2015-06-06,2015,6,6,Saturday,1,0
1254,2015-06-07,2015,6,7,Sunday,1,0
1255,2015-06-08,2015,6,8,Monday,0,0
1256,2015-06-09,2015,6,9,Tuesday,0,0
1257,2015-06-10,2015,6,10,Wednesday,0,0
1258,2015-06-11,2015,6,11,Thursday,0,0
1259,2015-06-12,2015,6,12,Friday,0,0
1260,2015-06-13,2015,6,13,Saturday,1,0
1261,2015-06-14,2015,6,14,Sunday,1,0
1262,2015-06-15,2015,6,15,Monday,0,0
1263,2015-06-16,2015,6,16,Tuesday,0,0
1264,2015-06-17,2015,6,17,Wednesday,0,0
1265,2015-06-18,2015,6,18,Thursday,0,0
1266,2015-06-19,2015,6,19,Friday,0,0
1267,2015-06-20,2015,6,20,Saturday,1,0
1268,2015-06-21,2015,6,21,Sunday,1,0
1269,2015-06-22,2015,6,22,Monday,0,0
1270,2015-06-23,2015,6,23,Tuesday,0,0
1271,2015-06-24,2015,6,24,Wednesday,0,0
1272,2015-06-25,2015,6,25,Thursday,0,0
1273,2015-06-26,2015,6,26,Friday,0,0
1274,2015-06-27,2015,6,27,Saturday,1,0
1275,2015-06-28,2015,6,28,Sunday,1,0
1276,2015-06-29,2015,6,29,Monday,0,0
1277,2015-06-30,2015,6,30,Tuesday,0,0
1278,2015-07-01,2015,7,1,Wednesday,0,0
1279,2015-07-02,2015,7,2,Thursday,0,0
1280,2015-07-03,2015,7,3,Friday,0,0
1281,2015-07-04,2015,7,4,Saturday,1,0
1282,2015-07-05,2015,7,5,Sunday,1,0
1283,2015-07-06,2015,7,6,Monday,0,0
1284,2015-07-07,2015,7,7,Tuesday,0,0
1285,2015-07-08,2015,7,8,Wednesday,0,0
1286,2015-07-09,2015,7,9,Thursday,0,0
1287,2015-07-10,2015,7,10,Friday,0,0
1288,2015-07-11,2015,7,11,Saturday,1,0
1289,2015-07-12,2015,7,12,Sunday,1,0
1290,2015-07-13,2015,7,13,Monday,0,0
1291,2015-07-14,2015,7,14,Tuesday,0,0
1292,2015-07-15,2015,7,15,Wednesday,0,0
1293,2015-07-16,2015,7,16,Thursday,0,0
1294,2015-07-17,2015,7,17,Friday,0,0
1295,2015-07-18,2015,7,18,Saturday,1,0
1296,2015-07-19,2015,7,19,Sunday,1,0
1297,2015-07-20,2015,7,20,Monday,0,0
1298,2015-07-21,2015,7,21,Tuesday,0,0
1299,2015-07-22,2015,7,22,Wednesday,0,0
1300,2015-07-23,2015,7,23,Thursday,0,0
1301,2015-07-24,2015,7,24,Friday,0,0
1302,2015-07-25,2015,7,25,Saturday,1,0
1303,2015-07-26,2015,7,26,Sunday,1,0
1304,2015-07-27,2015,7,27,Monday,0,0
1305,2015-07-28,2015,7,28,Tuesday,0,0
1306,2015-07-29,2015,7,29,Wednesday,0,0
1307,2015-07-30,2015,7,30,Thursday,0,0
1308,2015-07-31,2015,7,31,Friday,0,0
1309,2015-08-01,2015,8,1,Saturday,1,0
1310,2015-08-02,2015,8,2,Sunday,1,0
1311,2015-08-03,2015,8,3,Monday,0,0
1312,2015-08-04,2015,8,4,Tuesday,0,0
1313,2015-08-05,2015,8,5,Wednesday,0,0
1314,2015-08-06,2015,8,6,Thursday,0,0
1315,2015-08-07,2015,8,7,Friday,0,0
1316,2015-08-08,2015,8,8,Saturday,1,0
1317,2015-08-09,2015,8,9,Sunday,1,0
1318,2015-08-10,2015,8,10,Monday,0,0
1319,2015-08-11,2015,8,11,Tuesday,0,0
1320,2015-08-12,2015,8,12,Wednesday,0,0
1321,2015-08-13,2015,8,13,Thursday,0,0
1322,2015-08-14,2015,8,14,Friday,0,0
1323,2015-08-15,2015,8,15,Saturday,1,0
1324,2015-08-16,2015,8,16,Sunday,1,0
1325,2015-08-17,2015,8,17,Monday,0,0
1326,2015-08-18,2015,8,18,Tuesday,0,0
1327,2015-08-19,2015,8,19,Wednesday,0,0
1328,2015-08-20,2015,8,20,Thursday,0,0
1329,2015-08-21,2015,8,21,Friday,0,0
1330,2015-08-22,2015,8,22,Saturday,1,0
1331,2015-08-23,2015,8,23,Sunday,1,0
1332,2015-08-24,2015,8,24,Monday,0,0
1333,2015-08-25,2015,8,25,Tuesday,0,0
1334,2015-08-26,2015,8,26,Wednesday,0,0
1335,2015-08-27,2015,8,27,Thursday,0,0
1336,2015-08-28,2015,8,28,Friday,0,0
1337,2015-08-29,2015,8,29,Saturday,1,0
1338,2015-08-30,2015,8,30,Sunday,1,0
1339,2015-08-31,2015,8,31,Monday,0,0
1340,2015-09-01,2015,9,1,Tuesday,0,0
1341,2015-09-02,2015,9,2,Wednesday,0,0
1342,2015-09-03,2015,9,3,Thursday,0,0
1343,2015-09-04,2015,9,4,Friday,0,0
1344,2015-09-05,2015,9,5,Saturday,1,0
1345,2015-09-06,2015,9,6,Sunday,1,0
1346,2015-09-07,2015,9,7,Monday,0,0
1347,2015-09-08,2015,9,8,Tuesday,0,0
1348,2015-09-09,2015,9,9,Wednesday,0,0
1349,2015-09-10,2015,9,10,Thursday,0,0
1350,2015-09-11,2015,9,11,Friday,0,0
1351,2015-09-12,2015,9,12,Saturday,1,0
1352,2015-09-13,2015,9,13,Sunday,1,0
1353,2015-09-14,2015,9,14,Monday,0,0
1354,2015-09-15,2015,9,15,Tuesday,0,0
1355,2015-09-16,2015,9,16,Wednesday,0,0
1356,2015-09-17,2015,9,17,Thursday,0,0
1357,2015-09-18,2015,9,18,Friday,0,0
1358,2015-09-19,2015,9,19,Saturday,1,0
1359,2015-09-20,2015,9,20,Sunday,1,0
1360,2015-09-21,2015,9,21,Monday,0,0
1361,2015-09-22,2015,9,22,Tuesday,0,0
1362,2015-09-23,2015,9,23,Wednesday,0,0
1363,2015-09-24,2015,9,24,Thursday,0,0
1364,2015-09-25,2015,9,25,Friday,0,0
1365,2015-09-26,2015,9,26,Saturday,1,0
1366,2015-09-27,2015,9,27,Sunday,1,0
1367,2015-09-28,2015,9,28,Monday,0,0
1368,2015-09-29,2015,9,29,Tuesday,0,0
1369,2015-09-30,2015,9,30,Wednesday,0,0
1370,2015-10-01,2015,10,1,Thursday,0,0
1371,2015-10-02,2015,10,2,Friday,0,0
1372,2015-10-03,2015,10,3,Saturday,1,0
1373,2015-10-04,2015,10,4,Sunday,1,0
1374,2015-10-05,2015,10,5,Monday,0,0
1375,2015-10-06,2015,10,6,Tuesday,0,0
1376,2015-10-07,2015,10,7,Wednesday,0,0
1377,2015-10-08,2015,10,8,Thursday,0,0
1378,2015-10-09,2015,10,9,Friday,0,0
1379,2015-10-10,2015,10,10,Saturday,1,0
1380,2015-10-11,2015,10,11,Sunday,1,0
1381,2015-10-12,2015,10,12,Monday,0,0
1382,2015-10-13,2015,10,13,Tuesday,0,0
1383,2015-10-14,2015,10,14,Wednesday,0,0
1384,2015-10-15,2015,10,15,Thursday,0,0
1385,2015-10-16,2015,10,16,Friday,0,0
1386,2015-10-17,2015,10,17,Saturday,1,0
1387,2015-10-18,2015,10,18,Sunday,1,0
1388,2015-10-19,2015,10,19,Monday,0,0
1389,2015-10-20,2015,10,20,Tuesday,0,0
1390,2015-10-21,2015,10,21,Wednesday,0,0
1391,2015-10-22,2015,10,22,Thursday,0,0
1392,2015-10-23,2015,10,23,Friday,0,0
1393,2015-10-24,2015,10,24,Saturday,1,0
1394,2015-10-25,2015,10,25,Sunday,1,0
1395,2015-10-26,2015,10,26,Monday,0,0
1396,2015-10-27,2015,10,27,Tuesday,0,0
1397,2015-10-28,2015,10,28,Wednesday,0,0
1398,2015-10-29,2015,10,29,Thursday,0,0
1399,2015-10-30,2015,10,30,Friday,0,0
1400,2015-10-31,2015,10,31,Saturday,1,0
1401,2015-11-01,2015,11,1,Sunday,1,0
1402,2015-11-02,2015,11,2,Monday,0,0
1403,2015-11-03,2015,11,3,Tuesday,0,0
1404,2015-11-04,2015,11,4,Wednesday,0,0
1405,2015-11-05,2015,11,5,Thursday,0,0
1406,2015-11-06,2015,11,6,Friday,0,0
1407,2015-11-07,2015,11,7,Saturday,1,0
1408,2015-11-08,2015,11,8,Sunday,1,0
1409,2015-11-09,2015,11,9,Monday,0,0
1410,2015-11-10,2015,11,10,Tuesday,0,0
1411,2015-11-11,2015,11,11,Wednesday,0,0
1412,2015-11-12,2015,11,12,Thursday,0,0
1413,2015-11-13,2015,11,13,Friday,0,0
1414,2015-11-14,2015,11,14,Saturday,1,0
1415,2015-11-15,2015,11,15,Sunday,1,0
1416,2015-11-16,2015,11,16,Monday,0,0
1417,2015-11-17,2015,11,17,Tuesday,0,0
1418,2015-11-18,2015,11,18,Wednesday,0,0
1419,2015-11-19,2015,11,19,Thursday,0,0
1420,2015-11-20,2015,11,20,Friday,0,0
1421,2015-11-21,2015,11,21,Saturday,1,0
1422,2015-11-22,2015,11,22,Sunday,1,0
1423,2015-11-23,2015,11,23,Monday,0,0
1424,2015-11-24,2015,11,24,Tuesday,0,0
1425,2015-11-25,2015,11,25,Wednesday,0,0
1426,2015-11-26,2015,11,26,Thursday,0,0
1427,2015-11-27,2015,11,27,Friday,0,0
1428,2015-11-28,2015,11,28,Saturday,1,0
1429,2015-11-29,2015,11,29,Sunday,1,0
1430,2015-11-30,2015,11,30,Monday,0,0
1431,2015-12-01,2015,12,1,Tuesday,0,0
1432,2015-12-02,2015,12,2,Wednesday,0,0
1433,2015-12-03,2015,12,3,Thursday,0,0
1434,2015-12-04,2015,12,4,Friday,0,0
1435,2015-12-05,2015,12,5,Saturday,1,0
1436,2015-12-06,2015,12,6,Sunday,1,0
1437,2015-12-07,2015,12,7,Monday,0,0
1438,2015-12-08,2015,12,8,Tuesday,0,0
1439,2015-12-09,2015,12,9,Wednesday,0,0
1440,2015-12-10,2015,12,10,Thursday,0,0
1441,2015-12-11,2015,12,11,Friday,0,0
1442,2015-12-12,2015,12,12,Saturday,1,0
1443,2015-12-13,2015,12,13,Sunday,1,0
1444,2015-12-14,2015,12,14,Monday,0,0
1445,2015-12-15,2015,12,15,Tuesday,0,0
1446,2015-12-16,2015,12,16,Wednesday,0,0
1447,2015-12-17,2015,12,17,Thursday,0,0
1448,2015-12-18,2015,12,18,Friday,0,0
1449,2015-12-19,2015,12,19,Saturday,1,0
1450,2015-12-20,2015,12,20,Sunday,1,0
1451,2015-12-21,2015,12,21,Monday,0,0
1452,2015-12-22,2015,12,22,Tuesday,0,0
1453,2015-12-23,2015,12,23,Wednesday,0,0
1454,2015-12-24,2015,12,24,Thursday,0,0
1455,2015-12-25,2015,12,25,Friday,0,0
1456,2015-12-26,2015,12,26,Saturday,1,0
1457,2015-12-27,2015,12,27,Sunday,1,0
1458,2015-12-28,2015,12,28,Monday,0,0
1459,2015-12-29,2015,12,29,Tuesday,0,0
1460,2015-12-30,2015,12,30,Wednesday,0,0
1461,2015-12-31,2015,12,31,Thursday,0,0
1462,2016-01-01,2016,1,1,Friday,0,0
1463,2016-01-02,2016,1,2,Saturday,1,0
1464,2016-01-03,2016,1,3,Sunday,1,0
1465,2016-01-04,2016,1,4,Monday,0,0
1466,2016-01-05,2016,1,5,Tuesday,0,0
1467,2016-01-06,2016,1,6,Wednesday,0,0
1468,2016-01-07,2016,1,7,Thursday,0,0
1469,2016-01-08,2016,1,8,Friday,0,0
1470,2016-01-09,2016,1,9,Saturday,1,0
1471,2016-01-10,2016,1,10,Sunday,1,0
1472,2016-01-11,2016,1,11,Monday,0,0
1473,2016-01-12,2016,1,12,Tuesday,0,0
1474,2016-01-13,2016,1,13,Wednesday,0,0
1475,2016-01-14,2016,1,14,Thursday,0,0
1476,2016-01-15,2016,1,15,Friday,0,0
1477,2016-01-16,2016,1,16,Saturday,1,0
1478,2016-01-17,2016,1,17,Sunday,1,0
1479,2016-01-18,2016,1,18,Monday,0,0
1480,2016-01-19,2016,1,19,Tuesday,0,0
1481,2016-01-20,2016,1,20,Wednesday,0,0
1482,2016-01-21,2016,1,21,Thursday,0,0
1483,2016-01-22,2016,1,22,Friday,0,0
1484,2016-01-23,2016,1,23,Saturday,1,0
1485,2016-01-24,2016,1,24,Sunday,1,0
1486,2016-01-25,2016,1,25,Monday,0,0
1487,2016-01-26,2016,1,26,Tuesday,0,0
1488,2016-01-27,2016,1,27,Wednesday,0,0
1489,2016-01-28,2016,1,28,Thursday,0,0
1490,2016-01-29,2016,1,29,Friday,0,0
1491,2016-01-30,2016,1,30,Saturday,1,0
1492,2016-01-31,2016,1,31,Sunday,1,0
1493,2016-02-01,2016,2,1,Monday,0,0
1494,2016-02-02,2016,2,2,Tuesday,0,0
1495,2016-02-03,2016,2,3,Wednesday,0,0
1496,2016-02-04,2016,2,4,Thursday,0,0
1497,2016-02-05,2016,2,5,Friday,0,0
1498,2016-02-06,2016,2,6,Saturday,1,0
1499,2016-02-07,2016,2,7,Sunday,1,0
1500,2016-02-08,2016,2,8,Monday,0,0
1501,2016-02-09,2016,2,9,Tuesday,0,0
1502,2016-02-10,2016,2,10,Wednesday,0,0
1503,2016-02-11,2016,2,11,Thursday,0,0
1504,2016-02-12,2016,2,12,Friday,0,0
1505,2016-02-13,2016,2,13,Saturday,1,0
1506,2016-02-14,2016,2,14,Sunday,1,0
1507,2016-02-15,2016,2,15,Monday,0,0
1508,2016-02-16,2016,2,16,Tuesday,0,0
1509,2016-02-17,2016,2,17,Wednesday,0,0
1510,2016-02-18,2016,2,18,Thursday,0,0
1511,2016-02-19,2016,2,19,Friday,0,0
1512,2016-02-20,2016,2,20,Saturday,1,0
1513,2016-02-21,2016,2,21,Sunday,1,0
1514,2016-02-22,2016,2,22,Monday,0,0
1515,2016-02-23,2016,2,23,Tuesday,0,0
1516,2016-02-24,2016,2,24,Wednesday,0,0
1517,2016-02-25,2016,2,25,Thursday,0,0
1518,2016-02-26,2016,2,26,Friday,0,0
1519,2016-02-27,2016,2,27,Saturday,1,0
1520,2016-02-28,2016,2,28,Sunday,1,0
1521,2016-02-29,2016,2,29,Monday,0,0
1522,2016-03-01,2016,3,1,Tuesday,0,0
1523,2016-03-02,2016,3,2,Wednesday,0,0
1524,2016-03-03,2016,3,3,Thursday,0,0
1525,2016-03-04,2016,3,4,Friday,0,0
1526,2016-03-05,2016,3,5,Saturday,1,0
1527,2016-03-06,2016,3,6,Sunday,1,0
1528,2016-03-07,2016,3,7,Monday,0,0
1529,2016-03-08,2016,3,8,Tuesday,0,0
1530,2016-03-09,2016,3,9,Wednesday,0,0
1531,2016-03-10,2016,3,10,Thursday,0,0
1532,2016-03-11,2016,3,11,Friday,0,0
1533,2016-03-12,2016,3,12,Saturday,1,0
1534,2016-03-13,2016,3,13,Sunday,1,0
1535,2016-03-14,2016,3,14,Monday,0,0
1536,2016-03-15,2016,3,15,Tuesday,0,0
1537,2016-03-16,2016,3,16,Wednesday,0,0
1538,2016-03-17,2016,3,17,Thursday,0,0
1539,2016-03-18,2016,3,18,Friday,0,0
1540,2016-03-19,2016,3,19,Saturday,1,0
1541,2016-03-20,2016,3,20,Sunday,1,0
1542,2016-03-21,2016,3,21,Monday,0,0
1543,2016-03-22,2016,3,22,Tuesday,0,0
1544,2016-03-23,2016,3,23,Wednesday,0,0
1545,2016-03-24,2016,3,24,Thursday,0,0
1546,2016-03-25,2016,3,25,Friday,0,0
1547,2016-03-26,2016,3,26,Saturday,1,0
1548,2016-03-27,2016,3,27,Sunday,1,0
1549,2016-03-28,2016,3,28,Monday,0,0
1550,2016-03-29,2016,3,29,Tuesday,0,0
1551,2016-03-30,2016,3,30,Wednesday,0,0
1552,2016-03-31,2016,3,31,Thursday,0,0
1553,2016-04-01,2016,4,1,Friday,0,0
1554,2016-04-02,2016,4,2,Saturday,1,0
1555,2016-04-03,2016,4,3,Sunday,1,0
1556,2016-04-04,2016,4,4,Monday,0,0
1557,2016-04-05,2016,4,5,Tuesday,0,0
1558,2016-04-06,2016,4,6,Wednesday,0,0
1559,2016-04-07,2016,4,7,Thursday,0,0
1560,2016-04-08,2016,4,8,Friday,0,0
1561,2016-04-09,2016,4,9,Saturday,1,0
1562,2016-04-10,2016,4,10,Sunday,1,0
1563,2016-04-11,2016,4,11,Monday,0,0
1564,2016-04-12,2016,4,12,Tuesday,0,0
1565,2016-04-13,2016,4,13,Wednesday,0,0
1566,2016-04-14,2016,4,14,Thursday,0,0
1567,2016-04-15,2016,4,15,Friday,0,0
1568,2016-04-16,2016,4,16,Saturday,1,0
1569,2016-04-17,2016,4,17,Sunday,1,0
1570,2016-04-18,2016,4,18,Monday,0,0
1571,2016-04-19,2016,4,19,Tuesday,0,0
1572,2016-04-20,2016,4,20,Wednesday,0,0
1573,2016-04-21,2016,4,21,Thursday,0,0
1574,2016-04-22,2016,4,22,Friday,0,0
1575,2016-04-23,2016,4,23,Saturday,1,0
1576,2016-04-24,2016,4,24,Sunday,1,0
1577,2016-04-25,2016,4,25,Monday,0,0
1578,2016-04-26,2016,4,26,Tuesday,0,0
1579,2016-04-27,2016,4,27,Wednesday,0,0
1580,2016-04-28,2016,4,28,Thursday,0,0
1581,2016-04-29,2016,4,29,Friday,0,0
1582,2016-04-30,2016,4,30,Saturday,1,0
1583,2016-05-01,2016,5,1,Sunday,1,0
1584,2016-05-02,2016,5,2,Monday,0,0
1585,2016-05-03,2016,5,3,Tuesday,0,0
1586,2016-05-04,2016,5,4,Wednesday,0,0
1587,2016-05-05,2016,5,5,Thursday,0,0
1588,2016-05-06,2016,5,6,Friday,0,0
1589,2016-05-07,2016,5,7,Saturday,1,0
1590,2016-05-08,2016,5,8,Sunday,1,0
1591,2016-05-09,2016,5,9,Monday,0,0
1592,2016-05-10,2016,5,10,Tuesday,0,0
1593,2016-05-11,2016,5,11,Wednesday,0,0
1594,2016-05-12,2016,5,12,Thursday,0,0
1595,2016-05-13,2016,5,13,Friday,0,0
1596,2016-05-14,2016,5,14,Saturday,1,0
1597,2016-05-15,2016,5,15,Sunday,1,0
1598,2016-05-16,2016,5,16,Monday,0,0
1599,2016-05-17,2016,5,17,Tuesday,0,0
1600,2016-05-18,2016,5,18,Wednesday,0,0
1601,2016-05-19,2016,5,19,Thursday,0,0
1602,2016-05-20,2016,5,20,Friday,0,0
1603,2016-05-21,2016,5,21,Saturday,1,0
1604,2016-05-22,2016,5,22,Sunday,1,0
1605,2016-05-23,2016,5,23,Monday,0,0
1606,2016-05-24,2016,5,24,Tuesday,0,0
1607,2016-05-25,2016,5,25,Wednesday,0,0
1608,2016-05-26,2016,5,26,Thursday,0,0
1609,2016-05-27,2016,5,27,Friday,0,0
1610,2016-05-28,2016,5,28,Saturday,1,0
1611,2016-05-29,2016,5,29,Sunday,1,0
1612,2016-05-30,2016,5,30,Monday,0,0
1613,2016-05-31,2016,5,31,Tuesday,0,0
1614,2016-06-01,2016,6,1,Wednesday,0,0
1615,2016-06-02,2016,6,2,Thursday,0,0
1616,2016-06-03,2016,6,3,Friday,0,0
1617,2016-06-04,2016,6,4,Saturday,1,0
1618,2016-06-05,2016,6,5,Sunday,1,0
1619,2016-06-06,2016,6,6,Monday,0,0
1620,2016-06-07,2016,6,7,Tuesday,0,0
1621,2016-06-08,2016,6,8,Wednesday,0,0
1622,2016-06-09,2016,6,9,Thursday,0,0
1623,2016-06-10,2016,6,10,Friday,0,0
1624,2016-06-11,2016,6,11,Saturday,1,0
1625,2016-06-12,2016,6,12,Sunday,1,0
1626,2016-06-13,2016,6,13,Monday,0,0
1627,2016-06-14,2016,6,14,Tuesday,0,0
1628,2016-06-15,2016,6,15,Wednesday,0,0
1629,2016-06-16,2016,6,16,Thursday,0,0
1630,2016-06-17,2016,6,17,Friday,0,0
1631,2016-06-18,2016,6,18,Saturday,1,0
1632,2016-06-19,2016,6,19,Sunday,1,0
1633,2016-06-20,2016,6,20,Monday,0,0
1634,2016-06-21,2016,6,21,Tuesday,0,0
1635,2016-06-22,2016,6,22,Wednesday,0,0
1636,2016-06-23,2016,6,23,Thursday,0,0
1637,2016-06-24,2016,6,24,Friday,0,0
1638,2016-06-25,2016,6,25,Saturday,1,0
1639,2016-06-26,2016,6,26,Sunday,1,0
1640,2016-06-27,2016,6,27,Monday,0,0
1641,2016-06-28,2016,6,28,Tuesday,0,0
1642,2016-06-29,2016,6,29,Wednesday,0,0
1643,2016-06-30,2016,6,30,Thursday,0,0
1644,2016-07-01,2016,7,1,Friday,0,0
1645,2016-07-02,2016,7,2,Saturday,1,0
1646,2016-07-03,2016,7,3,Sunday,1,0
1647,2016-07-04,2016,7,4,Monday,0,0
1648,2016-07-05,2016,7,5,Tuesday,0,0
1649,2016-07-06,2016,7,6,Wednesday,0,0
1650,2016-07-07,2016,7,7,Thursday,0,0
1651,2016-07-08,2016,7,8,Friday,0,0
1652,2016-07-09,2016,7,9,Saturday,1,0
1653,2016-07-10,2016,7,10,Sunday,1,0
1654,2016-07-11,2016,7,11,Monday,0,0
1655,2016-07-12,2016,7,12,Tuesday,0,0
1656,2016-07-13,2016,7,13,Wednesday,0,0
1657,2016-07-14,2016,7,14,Thursday,0,0
1658,2016-07-15,2016,7,15,Friday,0,0
1659,2016-07-16,2016,7,16,Saturday,1,0
1660,2016-07-17,2016,7,17,Sunday,1,0
1661,2016-07-18,2016,7,18,Monday,0,0
1662,2016-07-19,2016,7,19,Tuesday,0,0
1663,2016-07-20,2016,7,20,Wednesday,0,0
1664,2016-07-21,2016,7,21,Thursday,0,0
1665,2016-07-22,2016,7,22,Friday,0,0
1666,2016-07-23,2016,7,23,Saturday,1,0
1667,2016-07-24,2016,7,24,Sunday,1,0
1668,2016-07-25,2016,7,25,Monday,0,0
1669,2016-07-26,2016,7,26,Tuesday,0,0
1670,2016-07-27,2016,7,27,Wednesday,0,0
1671,2016-07-28,2016,7,28,Thursday,0,0
1672,2016-07-29,2016,7,29,Friday,0,0
1673,2016-07-30,2016,7,30,Saturday,1,0
1674,2016-07-31,2016,7,31,Sunday,1,0
1675,2016-08-01,2016,8,1,Monday,0,0
1676,2016-08-02,2016,8,2,Tuesday,0,0
1677,2016-08-03,2016,8,3,Wednesday,0,0
1678,2016-08-04,2016,8,4,Thursday,0,0
1679,2016-08-05,2016,8,5,Friday,0,0
1680,2016-08-06,2016,8,6,Saturday,1,0
1681,2016-08-07,2016,8,7,Sunday,1,0
1682,2016-08-08,2016,8,8,Monday,0,0
1683,2016-08-09,2016,8,9,Tuesday,0,0
1684,2016-08-10,2016,8,10,Wednesday,0,0
1685,2016-08-11,2016,8,11,Thursday,0,0
1686,2016-08-12,2016,8,12,Friday,0,0
1687,2016-08-13,2016,8,13,Saturday,1,0
1688,2016-08-14,2016,8,14,Sunday,1,0
1689,2016-08-15,2016,8,15,Monday,0,0
1690,2016-08-16,2016,8,16,Tuesday,0,0
1691,2016-08-17,2016,8,17,Wednesday,0,0
1692,2016-08-18,2016,8,18,Thursday,0,0
1693,2016-08-19,2016,8,19,Friday,0,0
1694,2016-08-20,2016,8,20,Saturday,1,0
1695,2016-08-21,2016,8,21,Sunday,1,0
1696,2016-08-22,2016,8,22,Monday,0,0
1697,2016-08-23,2016,8,23,Tuesday,0,0
1698,2016-08-24,2016,8,24,Wednesday,0,0
1699,2016-08-25,2016,8,25,Thursday,0,0
1700,2016-08-26,2016,8,26,Friday,0,0
1701,2016-08-27,2016,8,27,Saturday,1,0
1702,2016-08-28,2016,8,28,Sunday,1,0
1703,2016-08-29,2016,8,29,Monday,0,0
1704,2016-08-30,2016,8,30,Tuesday,0,0
1705,2016-08-31,2016,8,31,Wednesday,0,0
1706,2016-09-01,2016,9,1,Thursday,0,0
1707,2016-09-02,2016,9,2,Friday,0,0
1708,2016-09-03,2016,9,3,Saturday,1,0
1709,2016-09-04,2016,9,4,Sunday,1,0
1710,2016-09-05,2016,9,5,Monday,0,0
1711,2016-09-06,2016,9,6,Tuesday,0,0
1712,2016-09-07,2016,9,7,Wednesday,0,0
1713,2016-09-08,2016,9,8,Thursday,0,0
1714,2016-09-09,2016,9,9,Friday,0,0
1715,2016-09-10,2016,9,10,Saturday,1,0
1716,2016-09-11,2016,9,11,Sunday,1,0
1717,2016-09-12,2016,9,12,Monday,0,0
1718,2016-09-13,2016,9,13,Tuesday,0,0
1719,2016-09-14,2016,9,14,Wednesday,0,0
1720,2016-09-15,2016,9,15,Thursday,0,0
1721,2016-09-16,2016,9,16,Friday,0,0
1722,2016-09-17,2016,9,17,Saturday,1,0
1723,2016-09-18,2016,9,18,Sunday,1,0
1724,2016-09-19,2016,9,19,Monday,0,0
1725,2016-09-20,2016,9,20,Tuesday,0,0
1726,2016-09-21,2016,9,21,Wednesday,0,0
1727,2016-09-22,2016,9,22,Thursday,0,0
1728,2016-09-23,2016,9,23,Friday,0,0
1729,2016-09-24,2016,9,24,Saturday,1,0
1730,2016-09-25,2016,9,25,Sunday,1,0
1731,2016-09-26,2016,9,26,Monday,0,0
1732,2016-09-27,2016,9,27,Tuesday,0,0
1733,2016-09-28,2016,9,28,Wednesday,0,0
1734,2016-09-29,2016,9,29,Thursday,0,0
1735,2016-09-30,2016,9,30,Friday,0,0
1736,2016-10-01,2016,10,1,Saturday,1,0
1737,2016-10-02,2016,10,2,Sunday,1,0
1738,2016-10-03,2016,10,3,Monday,0,0
1739,2016-10-04,2016,10,4,Tuesday,0,0
1740,2016-10-05,2016,10,5,Wednesday,0,0
1741,2016-10-06,2016,10,6,Thursday,0,0
1742,2016-10-07,2016,10,7,Friday,0,0
1743,2016-10-08,2016,10,8,Saturday,1,0
1744,2016-10-09,2016,10,9,Sunday,1,0
1745,2016-10-10,2016,10,10,Monday,0,0
1746,2016-10-11,2016,10,11,Tuesday,0,0
1747,2016-10-12,2016,10,12,Wednesday,0,0
1748,2016-10-13,2016,10,13,Thursday,0,0
1749,2016-10-14,2016,10,14,Friday,0,0
1750,2016-10-15,2016,10,15,Saturday,1,0
