date_key,full_date,year,month,day,day_of_week,is_weekend,is_finals
1,2012-01-01,2012,1,1,Sunday,1,0
2,2012-01-02,2012,1,2,Monday,0,0
3,2012-01-03,2012,1,3,Tuesday,0,0
4,2012-01-04,2012,1,4,Wednesday,0,0
5,2012-01-05,2012,1,5,Thursday,0,0
6,2012-01-06,2012,1,6,Friday,0,0
7,2012-01-07,2012,1,7,Saturday,1,0
8,2012-01-08,2012,1,8,Sunday,1,0
9,2012-01-09,2012,1,9,Monday,0,0
10,2012-01-10,2012,1,10,Tuesday,0,0
11,2012-01-11,2012,1,11,Wednesday,0,0
12,2012-01-12,2012,1,12,Thursday,0,0
13,2012-01-13,2012,1,13,Friday,0,0
14,2012-01-14,2012,1,14,Saturday,1,0
15,2012-01-15,2012,1,15,Sunday,1,0
16,2012-01-16,2012,1,16,Monday,0,0
17,2012-01-17,2012,1,17,Tuesday,0,0
18,2012-01-18,2012,1,18,Wednesday,0,0
19,2012-01-19,2012,1,19,Thursday,0,0
20,2012-01-20,2012,1,20,Friday,0,0
21,2012-01-21,2012,1,21,Saturday,1,0
22,2012-01-22,2012,1,22,Sunday,1,0
23,2012-01-23,2012,1,23,Monday,0,0
24,2012-01-24,2012,1,24,Tuesday,0,0
25,2012-01-25,2012,1,25,Wednesday,0,0
26,2012-01-26,2012,1,26,Thursday,0,0
27,2012-01-27,2012,1,27,Friday,0,0
28,2012-01-28,2012,1,28,Saturday,1,0
29,2012-01-29,2012,1,29,Sunday,1,0
30,2012-01-30,2012,1,30,Monday,0,0
31,2012-01-31,2012,1,31,Tuesday,0,0
32,2012-02-01,2012,2,1,Wednesday,0,0
33,2012-02-02,2012,2,2,Thursday,0,0
34,2012-02-03,2012,2,3,Friday,0,0
35,2012-02-04,2012,2,4,Saturday,1,0
36,2012-02-05,2012,2,5,Sunday,1,0
37,2012-02-06,2012,2,6,Monday,0,0
38,2012-02-07,2012,2,7,Tuesday,0,0
39,2012-02-08,2012,2,8,Wednesday,0,0
40,2012-02-09,2012,2,9,Thursday,0,0
41,2012-02-10,2012,2,10,Friday,0,0
42,2012-02-11,2012,2,11,Saturday,1,0
43,2012-02-12,2012,2,12,Sunday,1,0
44,2012-02-13,2012,2,13,Monday,0,0
45,2012-02-14,2012,2,14,Tuesday,0,0
46,2012-02-15,2012,2,15,Wednesday,0,0
47,2012-02-16,2012,2,16,Thursday,0,0
48,2012-02-17,2012,2,17,Friday,0,0
49,2012-02-18,2012,2,18,Saturday,1,0
50,2012-02-19,2012,2,19,Sunday,1,0
51,2012-02-20,2012,2,20,Monday,0,0
52,2012-02-21,2012,2,21,Tuesday,0,0
53,2012-02-22,2012,2,22,Wednesday,0,0
54,2012-02-23,2012,2,23,Thursday,0,0
55,2012-02-24,2012,2,24,Friday,0,0
56,2012-02-25,2012,2,25,Saturday,1,0
57,2012-02-26,2012,2,26,Sunday,1,0
58,2012-02-27,2012,2,27,Monday,0,0
59,2012-02-28,2012,2,28,Tuesday,0,0
60,2012-02-29,2012,2,29,Wednesday,0,0
61,2012-03-01,2012,3,1,Thursday,0,0
62,2012-03-02,2012,3,2,Friday,0,0
63,2012-03-03,2012,3,3,Saturday,1,0
64,2012-03-04,2012,3,4,Sunday,1,0
65,2012-03-05,2012,3,5,Monday,0,0
66,2012-03-06,2012,3,6,Tuesday,0,0
67,2012-03-07,2012,3,7,Wednesday,0,0
68,2012-03-08,2012,3,8,Thursday,0,0
69,2012-03-09,2012,3,9,Friday,0,0
70,2012-03-10,2012,3,10,Saturday,1,0
71,2012-03-11,2012,3,11,Sunday,1,0
72,2012-03-12,2012,3,12,Monday,0,0
73,2012-03-13,2012,3,13,Tuesday,0,0
74,2012-03-14,2012,3,14,Wednesday,0,0
75,2012-03-15,2012,3,15,Thursday,0,0
76,2012-03-16,2012,3,16,Friday,0,0
77,2012-03-17,2012,3,17,Saturday,1,0
78,2012-03-18,2012,3,18,Sunday,1,0
79,2012-03-19,2012,3,19,Monday,0,0
80,2012-03-20,2012,3,20,Tuesday,0,0
81,2012-03-21,2012,3,21,Wednesday,0,0
82,2012-03-22,2012,3,22,Thursday,0,0
83,2012-03-23,2012,3,23,Friday,0,0
84,2012-03-24,2012,3,24,Saturday,1,0
85,2012-03-25,2012,3,25,Sunday,1,0
86,2012-03-26,2012,3,26,Monday,0,0
87,2012-03-27,2012,3,27,Tuesday,0,0
88,2012-03-28,2012,3,28,Wednesday,0,0
89,2012-03-29,2012,3,29,Thursday,0,0
90,2012-03-30,2012,3,30,Friday,0,0
91,2012-03-31,2012,3,31,Saturday,1,0
92,2012-04-01,2012,4,1,Sunday,1,0
93,2012-04-02,2012,4,2,Monday,0,0
94,2012-04-03,2012,4,3,Tuesday,0,0
95,2012-04-04,2012,4,4,Wednesday,0,0
96,2012-04-05,2012,4,5,Thursday,0,0
97,2012-04-06,2012,4,6,Friday,0,0
98,2012-04-07,2012,4,7,Saturday,1,0
99,2012-04-08,2012,4,8,Sunday,1,0
100,2012-04-09,2012,4,9,Monday,0,0
101,2012-04-10,2012,4,10,Tuesday,0,0
102,2012-04-11,2012,4,11,Wednesday,0,0
103,2012-04-12,2012,4,12,Thursday,0,0
104,2012-04-13,2012,4,13,Friday,0,0
105,2012-04-14,2012,4,14,Saturday,1,0
106,2012-04-15,2012,4,15,Sunday,1,0
107,2012-04-16,2012,4,16,Monday,0,0
108,2012-04-17,2012,4,17,Tuesday,0,0
109,2012-04-18,2012,4,18,Wednesday,0,0
110,2012-04-19,2012,4,19,Thursday,0,0
111,2012-04-20,2012,4,20,Friday,0,0
112,2012-04-21,2012,4,21,Saturday,1,0
113,2012-04-22,2012,4,22,Sunday,1,0
114,2012-04-23,2012,4,23,Monday,0,0
115,2012-04-24,2012,4,24,Tuesday,0,0
116,2012-04-25,2012,4,25,Wednesday,0,0
117,2012-04-26,2012,4,26,Thursday,0,0
118,2012-04-27,2012,4,27,Friday,0,0
119,2012-04-28,2012,4,28,Saturday,1,0
120,2012-04-29,2012,4,29,Sunday,1,0
121,2012-04-30,2012,4,30,Monday,0,0
122,2012-05-01,2012,5,1,Tuesday,0,0
123,2012-05-02,2012,5,2,Wednesday,0,0
124,2012-05-03,2012,5,3,Thursday,0,0
125,2012-05-04,2012,5,4,Friday,0,0
126,2012-05-05,2012,5,5,Saturday,1,0
127,2012-05-06,2012,5,6,Sunday,1,0
128,2012-05-07,2012,5,7,Monday,0,0
129,2012-05-08,2012,5,8,Tuesday,0,0
130,2012-05-09,2012,5,9,Wednesday,0,0
131,2012-05-10,2012,5,10,Thursday,0,0
132,2012-05-11,2012,5,11,Friday,0,0
133,2012-05-12,2012,5,12,Saturday,1,0
134,2012-05-13,2012,5,13,Sunday,1,0
135,2012-05-14,2012,5,14,Monday,0,0
136,2012-05-15,2012,5,15,Tuesday,0,0
137,2012-05-16,2012,5,16,Wednesday,0,0
138,2012-05-17,2012,5,17,Thursday,0,0
139,2012-05-18,2012,5,18,Friday,0,0
140,2012-05-19,2012,5,19,Saturday,1,0
141,2012-05-20,2012,5,20,Sunday,1,0
142,2012-05-21,2012,5,21,Monday,0,0
143,2012-05-22,2012,5,22,Tuesday,0,0
144,2012-05-23,2012,5,23,Wednesday,0,0
145,2012-05-24,2012,5,24,Thursday,0,0
146,2012-05-25,2012,5,25,Friday,0,0
147,2012-05-26,2012,5,26,Saturday,1,0
148,2012-05-27,2012,5,27,Sunday,1,0
149,2012-05-28,2012,5,28,Monday,0,0
150,2012-05-29,2012,5,29,Tuesday,0,0
151,2012-05-30,2012,5,30,Wednesday,0,0
152,2012-05-31,2012,5,31,Thursday,0,0
153,2012-06-01,2012,6,1,Friday,0,0
154,2012-06-02,2012,6,2,Saturday,1,0
155,2012-06-03,2012,6,3,Sunday,1,0
156,2012-06-04,2012,6,4,Monday,0,0
157,2012-06-05,2012,6,5,Tuesday,0,0
158,2012-06-06,2012,6,6,Wednesday,0,0
159,2012-06-07,2012,6,7,Thursday,0,0
160,2012-06-08,2012,6,8,Friday,0,0
161,2012-06-09,2012,6,9,Saturday,1,0
162,2012-06-10,2012,6,10,Sunday,1,0
163,2012-06-11,2012,6,11,Monday,0,0
164,2012-06-12,2012,6,12,Tuesday,0,0
165,2012-06-13,2012,6,13,Wednesday,0,0
166,2012-06-14,2012,6,14,Thursday,0,0
167,2012-06-15,2012,6,15,Friday,0,0
168,2012-06-16,2012,6,16,Saturday,1,0
169,2012-06-17,2012,6,17,Sunday,1,0
170,2012-06-18,2012,6,18,Monday,0,0
171,2012-06-19,2012,6,19,Tuesday,0,0
172,2012-06-20,2012,6,20,Wednesday,0,0
173,2012-06-21,2012,6,21,Thursday,0,0
174,2012-06-22,2012,6,22,Friday,0,0
175,2012-06-23,2012,6,23,Saturday,1,0
176,2012-06-24,2012,6,24,Sunday,1,0
177,2012-06-25,2012,6,25,Monday,0,0
178,2012-06-26,2012,6,26,Tuesday,0,0
179,2012-06-27,2012,6,27,Wednesday,0,0
180,2012-06-28,2012,6,28,Thursday,0,0
181,2012-06-29,2012,6,29,Friday,0,0
182,2012-06-30,2012,6,30,Saturday,1,0
183,2012-07-01,2012,7,1,Sunday,1,0
184,2012-07-02,2012,7,2,Monday,0,0
185,2012-07-03,2012,7,3,Tuesday,0,0
186,2012-07-04,2012,7,4,Wednesday,0,0
187,2012-07-05,2012,7,5,Thursday,0,0
188,2012-07-06,2012,7,6,Friday,0,0
189,2012-07-07,2012,7,7,Saturday,1,0
190,2012-07-08,2012,7,8,Sunday,1,0
191,2012-07-09,2012,7,9,Monday,0,0
192,2012-07-10,2012,7,10,Tuesday,0,0
193,2012-07-11,2012,7,11,Wednesday,0,0
194,2012-07-12,2012,7,12,Thursday,0,0
195,2012-07-13,2012,7,13,Friday,0,0
196,2012-07-14,2012,7,14,Saturday,1,0
197,2012-07-15,2012,7,15,Sunday,1,0
198,2012-07-16,2012,7,16,Monday,0,0
199,2012-07-17,2012,7,17,Tuesday,0,0
200,2012-07-18,2012,7,18,Wednesday,0,0
201,2012-07-19,2012,7,19,Thursday,0,0
202,2012-07-20,2012,7,20,Friday,0,0
203,2012-07-21,2012,7,21,Saturday,1,0
204,2012-07-22,2012,7,22,Sunday,1,0
205,2012-07-23,2012,7,23,Monday,0,0
206,2012-07-24,2012,7,24,Tuesday,0,0
207,2012-07-25,2012,7,25,Wednesday,0,0
208,2012-07-26,2012,7,26,Thursday,0,0
209,2012-07-27,2012,7,27,Friday,0,0
210,2012-07-28,2012,7,28,Saturday,1,0
211,2012-07-29,2012,7,29,Sunday,1,0
212,2012-07-30,2012,7,30,Monday,0,0
213,2012-07-31,2012,7,31,Tuesday,0,0
214,2012-08-01,2012,8,1,Wednesday,0,0
215,2012-08-02,2012,8,2,Thursday,0,0
216,2012-08-03,2012,8,3,Friday,0,0
217,2012-08-04,2012,8,4,Saturday,1,0
218,2012-08-05,2012,8,5,Sunday,1,0
219,2012-08-06,2012,8,6,Monday,0,0
220,2012-08-07,2012,8,7,Tuesday,0,0
221,2012-08-08,2012,8,8,Wednesday,0,0
222,2012-08-09,2012,8,9,Thursday,0,0
223,2012-08-10,2012,8,10,Friday,0,0
224,2012-08-11,2012,8,11,Saturday,1,0
225,2012-08-12,2012,8,12,Sunday,1,0
226,2012-08-13,2012,8,13,Monday,0,0
227,2012-08-14,2012,8,14,Tuesday,0,0
228,2012-08-15,2012,8,15,Wednesday,0,0
229,2012-08-16,2012,8,16,Thursday,0,0
230,2012-08-17,2012,8,17,Friday,0,0
231,2012-08-18,2012,8,18,Saturday,1,0
232,2012-08-19,2012,8,19,Sunday,1,0
233,2012-08-20,2012,8,20,Monday,0,0
234,2012-08-21,2012,8,21,Tuesday,0,0
235,2012-08-22,2012,8,22,Wednesday,0,0
236,2012-08-23,2012,8,23,Thursday,0,0
237,2012-08-24,2012,8,24,Friday,0,0
238,2012-08-25,2012,8,25,Saturday,1,0
239,2012-08-26,2012,8,26,Sunday,1,0
240,2012-08-27,2012,8,27,Monday,0,0
241,2012-08-28,2012,8,28,Tuesday,0,0
242,2012-08-29,2012,8,29,Wednesday,0,0
243,2012-08-30,2012,8,30,Thursday,0,0
244,2012-08-31,2012,8,31,Friday,0,0
245,2012-09-01,2012,9,1,Saturday,1,0
246,2012-09-02,2012,9,2,Sunday,1,0
247,2012-09-03,2012,9,3,Monday,0,0
248,2012-09-04,2012,9,4,Tuesday,0,0
249,2012-09-05,2012,9,5,Wednesday,0,0
250,2012-09-06,2012,9,6,Thursday,0,0
251,2012-09-07,2012,9,7,Friday,0,0
252,2012-09-08,2012,9,8,Saturday,1,0
253,2012-09-09,2012,9,9,Sunday,1,0
254,2012-09-10,2012,9,10,Monday,0,0
255,2012-09-11,2012,9,11,Tuesday,0,0
256,2012-09-12,2012,9,12,Wednesday,0,0
257,2012-09-13,2012,9,13,Thursday,0,0
258,2012-09-14,2012,9,14,Friday,0,0
259,2012-09-15,2012,9,15,Saturday,1,0
260,2012-09-16,2012,9,16,Sunday,1,0
261,2012-09-17,2012,9,17,Monday,0,0
262,2012-09-18,2012,9,18,Tuesday,0,0
263,2012-09-19,2012,9,19,Wednesday,0,0
264,2012-09-20,2012,9,20,Thursday,0,0
265,2012-09-21,2012,9,21,Friday,0,0
266,2012-09-22,2012,9,22,Saturday,1,0
267,2012-09-23,2012,9,23,Sunday,1,0
268,2012-09-24,2012,9,24,Monday,0,0
269,2012-09-25,2012,9,25,Tuesday,0,0
270,2012-09-26,2012,9,26,Wednesday,0,0
271,2012-09-27,2012,9,27,Thursday,0,0
272,2012-09-28,2012,9,28,Friday,0,0
273,2012-09-29,2012,9,29,Saturday,1,0
274,2012-09-30,2012,9,30,Sunday,1,0
275,2012-10-01,2012,10,1,Monday,0,0
276,2012-10-02,2012,10,2,Tuesday,0,0
277,2012-10-03,2012,10,3,Wednesday,0,0
278,2012-10-04,2012,10,4,Thursday,0,0
279,2012-10-05,2012,10,5,Friday,0,0
280,2012-10-06,2012,10,6,Saturday,1,0
281,2012-10-07,2012,10,7,Sunday,1,0
282,2012-10-08,2012,10,8,Monday,0,0
283,2012-10-09,2012,10,9,Tuesday,0,0
284,2012-10-10,2012,10,10,Wednesday,0,0
285,2012-10-11,2012,10,11,Thursday,0,0
286,2012-10-12,2012,10,12,Friday,0,0
287,2012-10-13,2012,10,13,Saturday,1,0
288,2012-10-14,2012,10,14,Sunday,1,0
289,2012-10-15,2012,10,15,Monday,0,0
290,2012-10-16,2012,10,16,Tuesday,0,0
291,2012-10-17,2012,10,17,Wednesday,0,0
292,2012-10-18,2012,10,18,Thursday,0,0
293,2012-10-19,2012,10,19,Friday,0,0
294,2012-10-20,2012,10,20,Saturday,1,0
295,2012-10-21,2012,10,21,Sunday,1,0
296,2012-10-22,2012,10,22,Monday,0,0
297,2012-10-23,2012,10,23,Tuesday,0,0
298,2012-10-24,2012,10,24,Wednesday,0,0
299,2012-10-25,2012,10,25,Thursday,0,0
300,2012-10-26,2012,10,26,Friday,0,0
301,2012-10-27,2012,10,27,Saturday,1,0
302,2012-10-28,2012,10,28,Sunday,1,0
303,2012-10-29,2012,10,29,Monday,0,0
304,2012-10-30,2012,10,30,Tuesday,0,0
305,2012-10-31,2012,10,31,Wednesday,0,0
306,2012-11-01,2012,11,1,Thursday,0,0
307,2012-11-02,2012,11,2,Friday,0,0
308,2012-11-03,2012,11,3,Saturday,1,0
309,2012-11-04,2012,11,4,Sunday,1,0
310,2012-11-05,2012,11,5,Monday,0,0
311,2012-11-06,2012,11,6,Tuesday,0,0
312,2012-11-07,2012,11,7,Wednesday,0,0
313,2012-11-08,2012,11,8,Thursday,0,0
314,2012-11-09,2012,11,9,Friday,0,0
315,2012-11-10,2012,11,10,Saturday,1,0
316,2012-11-11,2012,11,11,Sunday,1,0
317,2012-11-12,2012,11,12,Monday,0,0
318,2012-11-13,2012,11,13,Tuesday,0,0
319,2012-11-14,2012,11,14,Wednesday,0,0
320,2012-11-15,2012,11,15,Thursday,0,0
321,2012-11-16,2012,11,16,Friday,0,0
322,2012-11-17,2012,11,17,Saturday,1,0
323,2012-11-18,2012,11,18,Sunday,1,0
324,2012-11-19,2012,11,19,Monday,0,0
325,2012-11-20,2012,11,20,Tuesday,0,0
326,2012-11-21,2012,11,21,Wednesday,0,0
327,2012-11-22,2012,11,22,Thursday,0,0
328,2012-11-23,2012,11,23,Friday,0,0
329,2012-11-24,2012,11,24,Saturday,1,0
330,2012-11-25,2012,11,25,Sunday,1,0
331,2012-11-26,2012,11,26,Monday,0,0
332,2012-11-27,2012,11,27,Tuesday,0,0
333,2012-11-28,2012,11,28,Wednesday,0,0
334,2012-11-29,2012,11,29,Thursday,0,0
335,2012-11-30,2012,11,30,Friday,0,0
336,2012-12-01,2012,12,1,Saturday,1,0
337,2012-12-02,2012,12,2,Sunday,1,0
338,2012-12-03,2012,12,3,Monday,0,0
339,2012-12-04,2012,12,4,Tuesday,0,0
340,2012-12-05,2012,12,5,Wednesday,0,0
341,2012-12-06,2012,12,6,Thursday,0,0
342,2012-12-07,2012,12,7,Friday,0,0
343,2012-12-08,2012,12,8,Saturday,1,0
344,2012-12-09,2012,12,9,Sunday,1,0
345,2012-12-10,2012,12,10,Monday,0,0
346,2012-12-11,2012,12,11,Tuesday,0,0
347,2012-12-12,2012,12,12,Wednesday,0,0
348,2012-12-13,2012,12,13,Thursday,0,0
349,2012-12-14,2012,12,14,Friday,0,0
350,2012-12-15,2012,12,15,Saturday,1,0
351,2012-12-16,2012,12,16,Sunday,1,0
352,2012-12-17,2012,12,17,Monday,0,0
353,2012-12-18,2012,12,18,Tuesday,0,0
354,2012-12-19,2012,12,19,Wednesday,0,0
355,2012-12-20,2012,12,20,Thursday,0,0
356,2012-12-21,2012,12,21,Friday,0,0
357,2012-12-22,2012,12,22,Saturday,1,0
358,2012-12-23,2012,12,23,Sunday,1,0
359,2012-12-24,2012,12,24,Monday,0,0
360,2012-12-25,2012,12,25,Tuesday,0,0
361,2012-12-26,2012,12,26,Wednesday,0,0
362,2012-12-27,2012,12,27,Thursday,0,0
363,2012-12-28,2012,12,28,Friday,0,0
364,2012-12-29,2012,12,29,Saturday,1,0
365,2012-12-30,2012,12,30,Sunday,1,0
366,2012-12-31,2012,12,31,Monday,0,0
367,2013-01-01,2013,1,1,Tuesday,0,0
368,2013-01-02,2013,1,2,Wednesday,0,0
369,2013-01-03,2013,1,3,Thursday,0,0
370,2013-01-04,2013,1,4,Friday,0,0
371,2013-01-05,2013,1,5,Saturday,1,0
372,2013-01-06,2013,1,6,Sunday,1,0
373,2013-01-07,2013,1,7,Monday,0,0
374,2013-01-08,2013,1,8,Tuesday,0,0
375,2013-01-09,2013,1,9,Wednesday,0,0
376,2013-01-10,2013,1,10,Thursday,0,0
377,2013-01-11,2013,1,11,Friday,0,0
378,2013-01-12,2013,1,12,Saturday,1,0
379,2013-01-13,2013,1,13,Sunday,1,0
380,2013-01-14,2013,1,14,Monday,0,0
381,2013-01-15,2013,1,15,Tuesday,0,0
382,2013-01-16,2013,1,16,Wednesday,0,0
383,2013-01-17,2013,1,17,Thursday,0,0
384,2013-01-18,2013,1,18,Friday,0,0
385,2013-01-19,2013,1,19,Saturday,1,0
386,2013-01-20,2013,1,20,Sunday,1,0
387,2013-01-21,2013,1,21,Monday,0,0
388,2013-01-22,2013,1,22,Tuesday,0,0
389,2013-01-23,2013,1,23,Wednesday,0,0
390,2013-01-24,2013,1,24,Thursday,0,0
391,2013-01-25,2013,1,25,Friday,0,0
392,2013-01-26,2013,1,26,Saturday,1,0
393,2013-01-27,2013,1,27,Sunday,1,0
394,2013-01-28,2013,1,28,Monday,0,0
395,2013-01-29,2013,1,29,Tuesday,0,0
396,2013-01-30,2013,1,30,Wednesday,0,0
397,2013-01-31,2013,1,31,Thursday,0,0
398,2013-02-01,2013,2,1,Friday,0,0
399,2013-02-02,2013,2,2,Saturday,1,0
400,2013-02-03,2013,2,3,Sunday,1,0
401,2013-02-04,2013,2,4,Monday,0,0
402,2013-02-05,2013,2,5,Tuesday,0,0
403,2013-02-06,2013,2,6,Wednesday,0,0
404,2013-02-07,2013,2,7,Thursday,0,0
405,2013-02-08,2013,2,8,Friday,0,0
406,2013-02-09,2013,2,9,Saturday,1,0
407,2013-02-10,2013,2,10,Sunday,1,0
408,2013-02-11,2013,2,11,Monday,0,0
409,2013-02-12,2013,2,12,Tuesday,0,0
410,2013-02-13,2013,2,13,Wednesday,0,0
411,2013-02-14,2013,2,14,Thursday,0,0
412,2013-02-15,2013,2,15,Friday,0,0
413,2013-02-16,2013,2,16,Saturday,1,0
414,2013-02-17,2013,2,17,Sunday,1,0
415,2013-02-18,2013,2,18,Monday,0,0
416,2013-02-19,2013,2,19,Tuesday,0,0
417,2013-02-20,2013,2,20,Wednesday,0,0
418,2013-02-21,2013,2,21,Thursday,0,0
419,2013-02-22,2013,2,22,Friday,0,0
420,2013-02-23,2013,2,23,Saturday,1,0
421,2013-02-24,2013,2,24,Sunday,1,0
422,2013-02-25,2013,2,25,Monday,0,0
423,2013-02-26,2013,2,26,Tuesday,0,0
424,2013-02-27,2013,2,27,Wednesday,0,0
425,2013-02-28,2013,2,28,Thursday,0,0
426,2013-03-01,2013,3,1,Friday,0,0
427,2013-03-02,2013,3,2,Saturday,1,0
428,2013-03-03,2013,3,3,Sunday,1,0
429,2013-03-04,2013,3,4,Monday,0,0
430,2013-03-05,2013,3,5,Tuesday,0,0
431,2013-03-06,2013,3,6,Wednesday,0,0
432,2013-03-07,2013,3,7,Thursday,0,0
433,2013-03-08,2013,3,8,Friday,0,0
434,2013-03-09,2013,3,9,Saturday,1,0
435,2013-03-10,2013,3,10,Sunday,1,0
436,2013-03-11,2013,3,11,Monday,0,0
437,2013-03-12,2013,3,12,Tuesday,0,0
438,2013-03-13,2013,3,13,Wednesday,0,0
439,2013-03-14,2013,3,14,Thursday,0,0
440,2013-03-15,2013,3,15,Friday,0,0
441,2013-03-16,2013,3,16,Saturday,1,0
442,2013-03-17,2013,3,17,Sunday,1,0
443,2013-03-18,2013,3,18,Monday,0,0
444,2013-03-19,2013,3,19,Tuesday,0,0
445,2013-03-20,2013,3,20,Wednesday,0,0
446,2013-03-21,2013,3,21,Thursday,0,0
447,2013-03-22,2013,3,22,Friday,0,0
448,2013-03-23,2013,3,23,Saturday,1,0
449,2013-03-24,2013,3,24,Sunday,1,0
450,2013-03-25,2013,3,25,Monday,0,0
451,2013-03-26,2013,3,26,Tuesday,0,0
452,2013-03-27,2013,3,27,Wednesday,0,0
453,2013-03-28,2013,3,28,Thursday,0,0
454,2013-03-29,2013,3,29,Friday,0,0
455,2013-03-30,2013,3,30,Saturday,1,0
456,2013-03-31,2013,3,31,Sunday,1,0
457,2013-04-01,2013,4,1,Monday,0,0
458,2013-04-02,2013,4,2,Tuesday,0,0
459,2013-04-03,2013,4,3,Wednesday,0,0
460,2013-04-04,2013,4,4,Thursday,0,0
461,2013-04-05,2013,4,5,Friday,0,0
462,2013-04-06,2013,4,6,Saturday,1,0
463,2013-04-07,2013,4,7,Sunday,1,0
464,2013-04-08,2013,4,8,Monday,0,0
465,2013-04-09,2013,4,9,Tuesday,0,0
466,2013-04-10,2013,4,10,Wednesday,0,0
467,2013-04-11,2013,4,11,Thursday,0,0
468,2013-04-12,2013,4,12,Friday,0,0
469,2013-04-13,2013,4,13,Saturday,1,0
470,2013-04-14,2013,4,14,Sunday,1,0
471,2013-04-15,2013,4,15,Monday,0,0
472,2013-04-16,2013,4,16,Tuesday,0,0
473,2013-04-17,2013,4,17,Wednesday,0,0
474,2013-04-18,2013,4,18,Thursday,0,0
475,2013-04-19,2013,4,19,Friday,0,0
476,2013-04-20,2013,4,20,Saturday,1,0
477,2013-04-21,2013,4,21,Sunday,1,0
478,2013-04-22,2013,4,22,Monday,0,0
479,2013-04-23,2013,4,23,Tuesday,0,0
480,2013-04-24,2013,4,24,Wednesday,0,0
481,2013-04-25,2013,4,25,Thursday,0,0
482,2013-04-26,2013,4,26,Friday,0,0
483,2013-04-27,2013,4,27,Saturday,1,0
484,2013-04-28,2013,4,28,Sunday,1,0
485,2013-04-29,2013,4,29,Monday,0,0
486,2013-04-30,2013,4,30,Tuesday,0,0
487,2013-05-01,2013,5,1,Wednesday,0,0
488,2013-05-02,2013,5,2,Thursday,0,0
489,2013-05-03,2013,5,3,Friday,0,0
490,2013-05-04,2013,5,4,Saturday,1,0
491,2013-05-05,2013,5,5,Sunday,1,0
492,2013-05-06,2013,5,6,Monday,0,0
493,2013-05-07,2013,5,7,Tuesday,0,0
494,2013-05-08,2013,5,8,Wednesday,0,0
495,2013-05-09,2013,5,9,Thursday,0,0
496,2013-05-10,2013,5,10,Friday,0,0
497,2013-05-11,2013,5,11,Saturday,1,0
498,2013-05-12,2013,5,12,Sunday,1,0
499,2013-05-13,2013,5,13,Monday,0,0
500,2013-05-14,2013,5,14,Tuesday,0,0
501,2013-05-15,2013,5,15,Wednesday,0,0
502,2013-05-16,2013,5,16,Thursday,0,0
503,2013-05-17,2013,5,17,Friday,0,0
504,2013-05-18,2013,5,18,Saturday,1,0
505,2013-05-19,2013,5,19,Sunday,1,0
506,2013-05-20,2013,5,20,Monday,0,0
507,2013-05-21,2013,5,21,Tuesday,0,0
508,2013-05-22,2013,5,22,Wednesday,0,0
509,2013-05-23,2013,5,23,Thursday,0,0
510,2013-05-24,2013,5,24,Friday,0,0
511,2013-05-25,2013,5,25,Saturday,1,0
512,2013-05-26,2013,5,26,Sunday,1,0
513,2013-05-27,2013,5,27,Monday,0,0
514,2013-05-28,2013,5,28,Tuesday,0,0
515,2013-05-29,2013,5,29,Wednesday,0,0
516,2013-05-30,2013,5,30,Thursday,0,0
517,2013-05-31,2013,5,31,Friday,0,0
518,2013-06-01,2013,6,1,Saturday,1,0
519,2013-06-02,2013,6,2,Sunday,1,0
520,2013-06-03,2013,6,3,Monday,0,0
521,2013-06-04,2013,6,4,Tuesday,0,0
522,2013-06-05,2013,6,5,Wednesday,0,0
523,2013-06-06,2013,6,6,Thursday,0,0
524,2013-06-07,2013,6,7,Friday,0,0
525,2013-06-08,2013,6,8,Saturday,1,0
526,2013-06-09,2013,6,9,Sunday,1,0
527,2013-06-10,2013,6,10,Monday,0,0
528,2013-06-11,2013,6,11,Tuesday,0,0
529,2013-06-12,2013,6,12,Wednesday,0,0
530,2013-06-13,2013,6,13,Thursday,0,0
531,2013-06-14,2013,6,14,Friday,0,0
532,2013-06-15,2013,6,15,Saturday,1,0
533,2013-06-16,2013,6,16,Sunday,1,0
534,2013-06-17,2013,6,17,Monday,0,0
535,2013-06-18,2013,6,18,Tuesday,0,0
536,2013-06-19,2013,6,19,Wednesday,0,0
537,2013-06-20,2013,6,20,Thursday,0,0
538,2013-06-21,2013,6,21,Friday,0,0
539,2013-06-22,2013,6,22,Saturday,1,0
540,2013-06-23,2013,6,23,Sunday,1,0
541,2013-06-24,2013,6,24,Monday,0,0
542,2013-06-25,2013,6,25,Tuesday,0,0
543,2013-06-26,2013,6,26,Wednesday,0,0
544,2013-06-27,2013,6,27,Thursday,0,0
545,2013-06-28,2013,6,28,Friday,0,0
546,2013-06-29,2013,6,29,Saturday,1,0
547,2013-06-30,2013,6,30,Sunday,1,0
548,2013-07-01,2013,7,1,Monday,0,0
549,2013-07-02,2013,7,2,Tuesday,0,0
550,2013-07-03,2013,7,3,Wednesday,0,0
551,2013-07-04,2013,7,4,Thursday,0,0
552,2013-07-05,2013,7,5,Friday,0,0
553,2013-07-06,2013,7,6,Saturday,1,0
554,2013-07-07,2013,7,7,Sunday,1,0
555,2013-07-08,2013,7,8,Monday,0,0
556,2013-07-09,2013,7,9,Tuesday,0,0
557,2013-07-10,2013,7,10,Wednesday,0,0
558,2013-07-11,2013,7,11,Thursday,0,0
